,radiant_win,radiant_1,radiant_2,radiant_3,radiant_4,radiant_5,dire_1,dire_2,dire_3,dire_4,dire_5
578,1,106,37,110,5,46,21,40,27,120,14
579,1,14,27,56,99,46,59,23,74,52,62
580,1,74,95,86,88,51,14,2,56,119,23
581,0,4,111,93,99,31,56,114,44,15,85
582,1,120,37,71,119,44,72,41,9,30,39
583,1,83,84,74,21,44,87,34,41,2,60
584,1,15,37,119,67,120,101,27,49,7,54
585,0,17,22,14,36,10,87,2,9,12,35
586,1,114,39,119,98,100,72,85,83,22,69
587,0,101,14,9,67,21,48,7,79,49,2
588,0,14,86,10,41,40,75,42,9,23,98
589,1,55,30,9,7,11,21,14,72,83,39
590,0,14,31,108,1,34,28,7,101,94,17
591,1,21,69,41,39,37,81,64,110,77,61
592,1,60,108,47,109,112,99,49,84,93,90
593,1,14,12,58,47,27,6,92,35,21,60
594,1,68,42,25,78,84,50,55,18,4,74
595,0,114,74,105,14,30,67,68,26,120,39
596,1,30,89,25,110,41,47,6,23,100,13
597,1,67,87,23,105,83,22,90,114,38,14
598,1,85,23,93,101,38,67,4,32,75,37
599,1,14,114,90,46,110,26,93,32,104,56
600,1,79,14,49,55,56,83,2,17,4,87
601,1,1,86,39,99,31,93,69,27,84,47
602,1,69,30,101,23,95,14,1,49,27,2
603,0,109,50,78,39,28,25,93,69,119,71
604,1,75,46,62,40,1,110,73,101,41,22
605,1,14,12,69,56,52,106,45,63,25,20
606,1,106,84,14,28,81,82,22,3,56,101
607,0,79,106,99,14,34,75,87,70,85,21
608,0,35,21,23,93,87,101,14,34,110,1
609,0,25,98,14,87,1,67,2,79,74,7
610,0,63,27,46,44,20,104,79,11,51,48
611,1,87,35,84,2,47,78,110,86,22,48
612,1,97,87,32,56,12,4,86,35,41,37
613,0,53,9,74,27,6,20,120,91,48,10
614,0,39,98,14,87,94,72,81,7,74,37
615,1,67,101,23,69,32,22,88,8,100,87
616,1,31,69,32,34,44,108,17,73,8,30
617,0,17,111,35,6,31,8,37,14,25,30
618,1,119,9,2,35,89,14,91,64,21,44
619,0,26,41,87,82,99,35,8,31,91,48
620,0,16,12,34,90,21,36,74,68,14,54
621,1,103,37,34,9,114,14,71,23,75,12
622,0,43,71,50,54,30,21,8,64,96,4
623,1,48,108,84,74,20,44,40,101,2,90
624,1,74,42,68,67,104,71,41,69,76,119
625,1,2,44,53,37,75,11,9,86,52,8
626,1,16,22,39,4,100,86,5,82,33,1
627,1,74,110,71,93,27,8,16,21,56,26
628,0,25,14,120,101,114,20,94,9,22,100
629,1,11,59,30,10,86,31,37,25,21,67
630,0,17,9,7,8,97,85,26,23,18,74
631,1,35,119,42,17,59,9,22,103,14,13
632,0,6,56,106,71,39,34,99,14,30,10
633,1,14,82,41,65,25,112,13,18,4,7
634,0,119,114,4,50,7,101,108,9,74,37
635,0,14,74,23,35,99,67,17,28,89,26
636,1,12,21,86,39,53,111,19,42,14,35
637,1,95,26,33,105,14,87,74,4,48,20
638,0,27,2,101,80,4,87,94,88,7,22
639,1,82,7,12,37,62,112,120,6,99,74
640,1,14,75,37,67,7,99,32,87,25,73
641,1,119,21,32,114,94,49,8,101,29,9
642,0,2,10,14,96,11,76,41,42,31,67
643,0,75,21,7,8,85,54,9,17,27,76
644,1,39,4,101,16,26,114,85,106,86,69
645,0,78,40,99,12,68,110,17,10,83,5
646,1,10,82,36,71,27,13,41,64,48,78
647,1,90,59,80,14,34,114,28,39,99,27
648,0,32,27,11,69,95,35,4,29,101,42
649,1,100,108,36,42,20,103,8,26,119,4
650,1,110,26,14,41,74,86,8,56,84,21
651,1,106,75,6,9,55,76,69,90,7,67
652,1,1,2,106,14,86,7,23,9,4,89
653,0,101,8,89,74,67,35,100,14,120,1
654,0,101,80,11,98,86,74,7,51,79,67
655,0,14,99,74,30,1,114,95,110,26,87
656,0,10,120,5,37,26,85,20,108,48,22
657,0,5,114,26,2,43,81,68,42,92,103
658,0,106,74,14,26,7,68,62,67,11,21
659,1,37,46,84,45,54,110,8,26,13,22
660,0,40,99,26,39,12,22,75,14,13,48
661,1,105,22,68,21,67,86,93,85,25,17
662,0,2,114,46,25,112,93,13,5,110,20
663,1,22,20,113,71,48,26,34,21,4,28
664,1,23,91,4,70,11,120,84,12,14,15
665,0,41,56,53,32,108,82,64,14,4,93
666,0,114,74,31,41,35,91,93,99,25,86
667,0,25,21,41,110,47,86,67,2,74,32
668,1,14,99,108,67,25,2,13,75,84,44
669,1,22,67,21,50,59,38,17,56,14,37
670,0,23,78,41,22,27,6,88,20,21,113
671,0,97,8,21,76,26,114,74,64,14,78
672,1,46,5,92,74,93,67,105,96,86,44
673,1,104,93,79,9,22,46,21,14,4,119
674,0,28,44,17,55,86,119,8,34,120,14
675,0,95,21,22,42,14,64,74,60,41,8
676,1,48,51,7,4,99,9,8,98,27,14
677,0,25,109,86,105,5,46,119,69,41,40
678,0,112,1,92,75,52,113,38,44,101,31
679,0,7,95,88,120,21,9,84,47,87,44
680,0,93,2,23,7,14,101,41,9,72,16
681,0,14,34,67,79,98,74,20,75,44,7
682,1,10,21,25,2,101,84,42,97,11,26
683,1,11,27,10,21,101,87,80,110,30,56
684,1,69,103,8,34,87,2,14,48,74,46
685,1,97,74,14,99,18,64,85,46,93,53
686,0,14,15,71,4,26,30,114,22,46,2
687,1,2,84,10,74,16,68,11,8,108,14
688,0,32,64,44,11,9,26,75,12,22,108
689,0,9,69,13,41,64,71,51,74,114,119
690,1,21,93,5,14,99,114,27,45,11,67
691,1,96,54,11,84,20,14,5,17,58,114
692,1,3,34,54,69,112,41,21,20,91,5
693,0,60,31,54,120,25,12,16,103,47,7
694,1,44,113,14,99,101,7,90,93,32,26
695,0,97,10,30,74,14,86,9,67,51,11
696,1,48,114,106,71,2,50,99,17,54,14
697,1,5,62,6,52,13,59,92,29,68,71
698,1,26,106,88,12,60,105,38,74,56,87
699,1,120,99,42,56,34,9,51,22,26,93
700,1,74,21,84,41,119,86,44,12,63,90
701,1,7,106,88,16,48,26,39,14,109,9
702,1,96,87,67,11,14,3,76,114,9,8
703,0,76,64,67,63,9,60,113,26,74,108
704,0,48,40,74,41,27,67,5,64,25,15
705,1,41,119,88,74,78,62,34,96,81,30
706,1,100,75,74,95,104,35,69,17,14,27
707,1,35,76,32,110,89,112,61,120,91,56
708,0,21,111,95,101,69,45,26,4,38,19
709,1,51,9,93,27,23,81,56,62,2,26
710,1,69,21,14,8,84,6,20,120,59,112
711,0,87,14,93,39,82,9,64,101,119,41
712,1,4,83,8,62,85,7,18,37,110,74
713,1,14,22,26,120,8,31,12,71,36,99
714,0,7,25,8,47,27,99,74,14,72,45
715,1,83,75,11,1,98,82,2,14,74,9
716,1,8,101,45,108,10,68,34,72,14,88
717,0,14,106,87,4,69,88,16,11,21,8
718,1,41,5,11,56,37,47,22,120,93,86
719,1,1,51,34,40,27,21,8,43,26,110
720,0,91,120,11,77,110,99,21,27,12,62
721,0,84,54,28,47,65,114,8,119,22,68
722,0,21,119,13,54,87,35,5,2,89,22
723,1,10,99,74,5,16,14,104,11,8,51
724,0,4,86,100,90,21,59,7,112,34,73
725,0,4,26,14,101,88,21,17,67,120,64
726,1,85,37,69,43,45,25,59,101,13,74
727,0,34,98,84,62,67,27,114,14,65,56
728,1,34,84,14,61,54,26,48,21,110,17
729,1,7,78,17,60,8,4,34,14,99,91
730,0,9,75,21,28,8,11,109,108,62,51
731,0,87,30,12,104,17,16,5,42,21,11
732,0,64,48,20,97,46,110,49,74,62,7
733,0,41,14,28,74,64,67,90,99,20,21
734,0,90,72,89,101,109,7,1,99,25,23
735,0,97,14,95,11,68,87,16,106,8,37
736,1,22,47,120,101,10,12,88,39,32,31
737,1,29,11,84,44,27,97,14,40,4,86
738,1,9,67,22,82,87,114,21,26,11,110
739,1,74,107,10,3,64,39,31,44,41,86
740,1,71,59,21,93,101,119,44,14,106,104
741,1,71,74,93,64,21,97,3,7,120,8
742,1,110,27,34,1,120,14,2,4,10,87
743,0,68,12,56,98,19,54,86,99,47,105
744,1,8,71,22,120,26,67,9,37,31,21
745,1,23,97,101,27,114,8,11,2,87,71
746,0,50,64,11,63,38,101,106,113,2,62
747,0,21,14,72,47,87,81,22,51,86,16
748,0,79,56,69,22,100,68,110,10,16,21
749,1,21,120,70,2,61,98,104,19,23,69
750,0,4,83,29,93,13,74,70,26,69,14
751,0,53,39,73,48,70,101,5,93,110,106
752,0,27,120,72,2,74,48,114,14,87,34
753,0,5,36,57,107,41,9,28,14,50,74
754,1,69,9,61,119,62,38,22,4,87,44
755,1,21,50,86,8,99,13,48,98,85,20
756,1,37,2,106,8,14,16,11,6,86,26
757,1,12,25,69,110,64,63,14,72,56,119
758,0,30,1,47,108,100,9,25,21,14,93
759,0,31,14,63,89,106,41,16,90,104,35
760,1,87,42,21,85,15,86,17,2,75,54
761,0,91,41,21,25,84,99,77,14,17,86
762,0,41,84,33,25,16,120,53,75,8,56
763,1,12,69,14,100,74,114,9,42,23,89
764,1,44,21,52,64,86,14,29,81,26,74
765,1,16,2,87,10,17,99,56,22,27,91
766,0,93,23,17,105,9,76,31,87,41,14
767,1,71,25,21,67,45,75,89,41,22,105
768,1,76,94,30,112,6,106,86,21,14,93
769,0,22,9,44,26,11,3,41,74,69,47
770,0,11,87,51,67,71,69,90,76,27,48
771,0,34,114,62,111,65,21,22,48,37,2
772,0,20,14,22,61,44,119,114,83,51,47
773,1,21,37,4,84,67,8,26,29,69,22
774,0,71,96,36,21,26,41,103,11,64,4
775,0,101,31,99,95,25,23,87,85,114,71
776,1,22,101,74,14,67,80,38,8,88,34
777,1,114,22,45,7,48,41,27,35,21,14
778,0,72,40,22,97,34,106,1,21,96,105
779,1,21,108,14,6,86,27,63,7,57,11
780,1,44,108,91,4,14,56,31,110,119,93
781,0,37,120,27,15,18,11,67,101,84,47
782,0,101,89,85,1,11,32,13,30,95,39
783,0,93,21,27,14,47,92,20,6,26,29
784,0,35,63,91,14,42,39,44,13,61,32
785,1,93,16,14,59,34,64,74,30,2,67
786,1,16,8,23,75,38,26,96,35,30,93
787,0,101,9,91,81,11,49,46,35,30,32
788,0,35,101,68,41,99,93,34,14,88,37
789,1,37,7,32,22,72,14,91,89,25,41
790,1,4,5,41,7,58,21,57,20,15,70
791,0,67,60,57,41,35,36,14,38,8,101
792,1,16,42,94,98,100,13,99,69,20,1
793,0,93,41,21,119,62,51,8,114,84,34
794,0,23,100,9,68,67,34,1,69,20,101
795,1,32,93,86,101,51,26,48,14,22,104
796,1,57,12,72,69,21,26,74,71,38,41
797,0,25,120,93,14,101,63,105,22,84,1
798,0,17,90,44,7,74,63,14,22,93,25
799,1,2,11,10,21,26,8,87,76,65,71
800,1,26,67,64,60,23,10,27,62,114,34
801,0,95,23,62,64,60,53,21,30,12,66
802,0,14,59,21,30,17,99,42,22,43,41
803,1,25,99,21,26,93,6,63,11,83,9
804,1,74,101,56,84,67,64,38,72,11,6
805,1,74,91,99,8,14,41,86,112,110,25
806,0,65,81,91,21,34,22,31,98,7,77
807,0,74,33,58,41,86,13,50,12,22,14
808,0,34,2,87,8,23,7,93,69,21,14
809,1,78,41,27,34,31,53,37,99,17,12
810,1,6,101,2,11,88,46,67,14,99,64
811,1,27,99,106,17,28,8,64,40,76,83
812,0,26,48,104,39,23,61,25,1,13,50
813,1,3,93,104,91,95,48,101,99,74,14
814,1,74,63,44,102,14,101,8,110,11,28
815,0,99,36,35,6,75,96,62,23,93,74
816,1,92,84,69,30,1,5,49,104,93,86
817,1,22,98,41,64,71,48,108,101,37,4
818,1,14,107,34,55,12,90,35,19,26,8
819,0,99,59,93,81,68,36,74,34,20,48
820,1,91,22,99,30,41,17,37,114,88,87
821,0,21,76,98,105,44,26,91,60,47,10
822,1,56,87,69,25,18,106,50,114,100,88
823,0,11,1,2,101,22,25,104,30,97,41
824,0,60,101,25,93,21,99,51,90,46,6
825,0,86,36,68,104,96,110,87,81,4,103
826,0,17,21,83,77,87,26,12,101,47,74
827,0,27,102,99,67,34,84,39,98,35,71
828,1,110,42,104,39,15,94,7,14,87,76
829,0,51,100,46,110,81,93,2,37,101,106
830,0,64,35,9,99,25,22,1,91,57,14
831,0,23,52,48,17,110,11,88,100,41,53
832,1,47,4,89,9,20,37,101,41,74,69
833,0,101,20,21,6,32,80,16,94,74,31
834,1,34,67,89,4,87,95,14,2,84,17
835,1,87,112,21,69,4,86,41,34,14,110
836,1,74,101,36,88,4,33,31,34,111,42
837,1,11,87,8,51,97,109,57,86,14,74
838,0,7,21,64,22,18,16,14,11,54,32
839,0,38,84,14,46,1,21,43,60,64,48
840,0,25,8,71,68,96,42,21,110,74,5
841,1,74,101,21,69,77,7,30,51,48,11
842,1,14,64,34,12,69,71,30,43,63,8
843,1,88,64,89,8,74,53,27,25,101,93
844,0,85,22,16,4,5,21,41,89,101,74
845,0,101,10,21,27,32,14,99,84,25,54
846,1,101,37,49,2,4,44,71,53,87,9
847,0,3,56,96,62,43,21,81,110,87,25
848,0,87,106,62,101,110,36,42,56,109,14
849,0,23,65,41,35,21,53,44,3,14,93
850,0,109,46,95,71,100,30,101,105,67,11
851,1,4,7,30,21,2,9,6,74,54,3
852,1,87,21,64,98,35,70,99,9,7,119
853,1,14,11,93,23,5,91,27,8,110,34
854,0,80,89,88,113,107,106,72,110,30,14
855,0,63,19,86,23,14,53,56,6,30,92
856,1,101,16,1,73,30,97,67,91,87,25
857,1,67,86,34,9,84,62,21,93,101,4
858,1,88,4,111,14,35,119,47,2,120,98
859,0,26,69,114,41,64,111,95,3,35,9
860,0,42,74,7,21,16,12,87,99,91,22
861,0,14,36,25,10,111,86,22,21,52,93
862,0,88,27,11,21,114,63,42,101,39,37
863,1,69,56,119,9,106,120,105,23,27,93
864,1,12,7,4,58,101,68,74,51,32,8
865,0,37,23,91,4,114,93,30,14,61,21
866,1,37,12,82,98,71,7,6,53,75,21
867,1,86,81,17,14,96,69,34,5,8,62
868,0,23,41,30,46,110,28,108,47,1,31
869,1,69,27,74,14,1,5,38,3,114,54
870,0,31,32,21,9,44,11,2,48,37,75
871,1,33,26,11,62,12,92,18,83,52,82
872,0,16,101,34,47,12,3,69,18,91,93
873,1,37,94,69,22,14,54,30,85,108,13
874,1,30,110,101,41,113,26,25,2,31,93
875,1,14,7,3,9,114,46,44,84,69,101
876,0,94,68,35,27,120,69,100,22,86,54
877,1,64,99,67,101,74,45,56,2,114,11
878,1,48,2,22,84,37,14,11,8,107,69
879,1,22,78,21,88,10,13,67,37,75,110
880,0,98,27,1,35,9,85,4,26,48,2
881,1,86,81,53,92,108,69,19,8,71,1
882,0,74,91,31,6,21,11,63,14,4,101
883,1,68,48,100,17,21,87,69,43,67,28
884,0,41,22,35,33,36,60,14,10,23,74
885,0,71,10,73,33,25,97,8,120,86,30
886,1,23,21,14,69,4,52,34,6,57,84
887,0,119,18,86,72,2,22,14,99,36,12
888,0,64,23,93,59,31,14,44,22,101,84
889,1,71,86,94,7,34,27,81,22,5,38
890,0,33,27,74,109,81,108,45,11,1,16
891,1,15,11,21,110,67,14,3,6,49,41
892,1,14,109,98,23,52,11,101,99,26,12
893,0,81,31,85,69,47,86,36,16,48,22
894,0,21,1,16,17,100,9,75,48,78,22
895,1,47,36,31,21,14,4,74,99,57,79
896,1,12,83,23,4,98,77,99,71,87,106
897,0,17,108,81,37,45,101,70,74,111,104
898,0,11,110,9,42,87,12,26,21,2,89
899,0,26,74,119,93,9,22,12,5,100,108
900,1,22,5,2,83,41,120,48,101,91,11
901,1,110,9,47,12,27,101,31,120,104,74
902,1,14,26,61,38,48,97,104,90,74,50
903,0,88,44,62,76,3,75,34,120,41,86
904,0,53,20,25,16,67,41,9,27,23,46
905,1,7,22,8,27,39,21,35,69,100,37
906,1,22,53,30,1,32,44,14,34,88,71
907,1,63,111,34,84,18,7,36,21,57,114
908,0,99,21,110,84,95,8,59,28,2,75
909,0,23,107,104,10,64,14,22,40,7,41
910,0,2,34,68,114,64,111,99,44,47,14
911,0,86,9,25,22,41,21,14,81,62,52
912,0,14,70,16,23,119,8,27,32,36,98
913,0,74,7,1,26,99,44,12,71,97,91
914,1,4,111,71,44,97,87,93,17,2,26
915,1,89,20,34,25,45,84,23,9,47,54
916,0,41,36,114,74,50,25,81,14,112,78
917,1,119,114,5,67,23,69,45,84,48,64
918,0,14,26,86,44,97,33,13,41,9,27
919,1,3,106,96,74,14,25,55,32,27,48
920,1,111,93,69,74,101,11,8,60,84,88
921,1,74,93,87,62,16,53,6,14,39,84
922,1,63,21,71,9,101,26,120,43,37,10
923,1,41,58,120,34,37,62,82,64,69,8
924,0,49,114,20,37,53,47,52,81,69,85
925,0,41,37,74,104,14,26,71,95,97,23
926,1,22,101,14,1,59,97,95,74,75,40
927,1,16,42,21,25,26,35,83,48,4,85
928,0,62,35,44,103,98,8,30,108,23,47
929,1,92,50,5,21,42,87,41,73,2,49
930,1,6,92,68,16,53,93,101,27,46,108
931,1,26,35,6,63,16,37,68,120,23,41
932,1,81,90,11,99,7,103,26,93,119,9
933,0,14,91,93,25,2,3,69,8,74,23
934,1,22,26,14,81,11,25,7,8,74,69
935,0,11,96,58,86,18,106,93,2,9,40
936,1,22,119,99,20,109,57,14,26,41,74
937,0,120,85,22,114,119,2,9,17,101,68
938,1,70,68,17,105,42,91,35,37,114,120
939,1,21,6,99,50,46,16,93,64,22,47
940,1,60,101,4,58,106,23,96,30,93,82
941,1,108,71,85,106,67,93,119,46,107,101
942,1,67,21,105,69,7,14,32,93,25,31
943,1,57,94,14,21,41,81,68,110,40,13
944,0,47,51,14,2,41,61,4,27,19,22
945,1,34,21,48,20,84,74,26,119,59,69
946,1,14,67,57,76,89,11,120,84,35,22
947,0,60,23,93,3,14,69,12,37,74,19
948,0,111,84,110,18,106,3,83,29,8,35
949,0,67,50,23,99,62,53,32,5,77,39
950,1,28,37,14,12,25,35,68,36,26,10
951,1,71,99,11,86,77,16,84,21,26,8
952,0,101,71,74,114,29,110,9,59,22,41
953,0,25,108,101,75,18,32,46,93,2,40
954,1,31,77,61,7,84,22,101,99,12,5
955,1,34,110,20,16,12,84,48,14,11,36
956,0,104,22,17,27,93,4,89,76,20,99
957,0,1,110,101,37,85,111,84,35,57,41
958,1,32,74,12,31,2,36,14,84,9,48
959,1,6,102,42,27,63,84,56,21,94,112
960,0,8,83,23,101,38,14,21,49,41,27
961,1,4,30,51,90,17,120,95,5,87,11
962,1,42,2,50,34,101,21,111,69,85,59
963,0,53,46,84,7,26,38,44,119,74,62
964,1,49,9,102,27,67,100,114,53,3,1
965,0,101,93,21,7,68,79,4,28,3,9
966,0,100,78,106,76,7,28,11,56,41,50
967,1,88,26,53,44,39,69,34,14,75,8
968,0,8,29,17,23,30,22,41,2,11,14
969,0,5,11,67,51,97,28,26,47,93,120
970,0,17,1,21,14,99,114,2,51,49,111
971,1,39,108,93,27,112,21,2,8,54,101
972,1,9,99,37,41,76,14,51,86,93,75
973,1,11,86,68,39,8,35,14,41,74,22
974,0,31,86,12,74,16,36,93,37,21,71
975,0,4,26,32,101,16,67,62,2,56,30
976,0,27,114,13,14,9,85,17,11,26,37
977,1,2,91,1,37,25,101,27,120,60,18
978,0,59,108,75,11,30,32,99,88,22,107
979,0,50,11,108,14,72,87,76,1,2,110
980,1,8,11,14,26,110,5,114,17,2,42
981,0,48,39,69,5,32,86,60,33,25,41
982,1,93,9,3,41,34,67,22,26,51,39
983,0,58,38,77,23,81,37,18,98,7,48
984,0,46,106,38,22,107,88,67,62,49,20
985,0,51,12,52,92,14,22,67,69,32,75
986,1,22,26,44,70,14,67,23,86,108,30
987,1,56,37,80,21,64,25,69,27,6,23
988,1,67,87,44,47,102,120,25,9,95,26
989,0,101,8,74,89,14,19,69,84,11,93
990,0,34,104,68,35,114,45,67,98,86,14
991,1,34,81,9,2,40,26,120,46,73,103
992,1,41,53,119,37,74,16,2,86,35,72
993,1,34,72,67,69,37,27,104,14,101,56
994,0,45,102,16,93,3,25,120,41,14,101
995,0,59,21,104,79,44,42,68,56,14,74
996,1,101,6,108,80,9,79,44,16,14,35
997,1,91,59,34,89,38,62,94,17,51,110
998,0,53,69,59,54,101,2,14,67,7,21
999,0,19,101,41,22,5,12,4,37,31,17
1000,0,14,42,110,87,46,108,20,52,71,1
1001,0,57,14,114,11,27,41,30,110,3,23
1002,0,11,65,1,119,23,63,37,44,17,90
1003,0,27,11,19,37,41,83,25,48,84,120
1004,1,14,97,105,1,25,69,31,44,89,47
1005,1,6,27,22,16,99,14,26,34,41,93
1006,1,93,27,120,100,25,7,10,56,14,9
1007,1,27,69,34,23,93,84,51,8,112,11
1008,1,36,30,41,23,29,35,83,3,21,15
1009,1,87,32,23,21,16,26,2,44,110,36
1010,1,62,70,1,60,69,108,48,14,34,7
1011,1,97,1,90,36,14,22,74,86,84,54
1012,1,11,78,1,86,100,45,14,90,29,10
1013,0,99,25,84,6,27,5,108,41,39,71
1014,0,14,4,37,74,99,101,1,110,21,30
1015,1,76,84,108,70,62,21,6,7,9,98
1016,1,6,99,23,37,49,52,25,87,16,35
1017,1,17,99,14,8,75,109,11,26,49,7
1018,1,9,62,69,87,114,77,64,107,43,48
1019,1,67,101,16,26,53,93,34,62,21,107
1020,0,41,9,85,52,75,30,14,59,11,64
1021,1,40,26,36,22,17,46,72,75,63,83
1022,1,27,62,81,69,74,100,14,21,41,33
1023,1,74,89,88,120,56,108,41,22,101,21
1024,1,112,108,40,23,8,32,41,15,94,64
1025,0,75,13,48,2,74,8,69,40,106,97
1026,0,14,27,55,39,41,119,37,23,1,99
1027,0,86,9,81,34,14,11,26,41,32,109
1028,0,13,37,21,34,54,2,35,38,26,81
1029,0,37,67,46,7,69,26,71,47,93,13
1030,0,14,17,77,11,64,25,4,9,101,68
1031,0,7,48,101,23,5,21,42,29,14,87
1032,0,88,37,25,23,81,68,4,97,32,85
1033,0,99,22,64,48,7,37,54,101,100,92
1034,1,41,105,22,37,21,85,93,14,88,113
1035,0,76,100,42,101,26,104,14,106,70,33
1036,0,84,46,14,112,42,66,47,20,110,6
1037,0,102,22,52,119,41,16,9,25,54,120
1038,1,6,87,104,34,75,26,105,11,9,95
1039,0,48,119,88,34,45,92,59,57,101,14
1040,1,68,41,23,2,37,34,27,100,8,21
1041,1,6,64,39,17,20,106,34,67,84,4
1042,0,39,68,16,70,46,75,26,99,44,47
1043,1,41,26,108,22,92,21,89,42,63,31
1044,0,74,91,69,41,27,67,38,89,101,25
1045,0,99,22,105,9,61,106,47,68,83,108
1046,0,77,59,37,23,50,68,35,14,106,26
1047,1,9,14,97,8,30,34,93,26,41,79
1048,1,23,69,27,71,48,114,4,61,26,14
1049,1,74,12,22,69,14,8,59,41,64,86
1050,1,9,81,102,62,26,68,23,79,17,59
1051,0,41,59,106,107,111,87,71,93,61,69
1052,0,44,22,84,83,53,75,108,67,11,14
1053,1,102,14,114,11,95,120,5,10,21,23
1054,1,101,114,12,64,74,84,42,47,11,16
1055,0,36,9,16,96,44,82,40,21,95,98
1056,1,86,62,29,94,17,89,20,14,11,98
1057,1,112,93,64,69,47,101,60,9,114,42
1058,0,17,85,78,21,41,25,90,47,67,86
1059,1,84,9,108,93,39,22,70,29,89,103
1060,0,34,99,17,84,69,4,47,88,27,104
1061,0,82,91,58,41,112,37,32,18,35,26
1062,0,48,88,28,27,5,7,34,21,8,62
1063,0,78,56,64,119,32,110,71,93,101,68
1064,1,59,91,56,2,22,69,4,110,14,25
1065,1,14,70,62,11,114,105,36,44,17,91
1066,0,46,16,64,13,4,25,120,109,75,51
1067,0,34,119,48,41,14,64,88,17,93,120
1068,1,40,74,71,14,6,46,63,68,100,12
1069,1,20,32,14,3,67,22,8,28,75,26
1070,1,35,88,100,22,86,34,36,110,10,91
1071,1,93,52,71,99,68,67,25,21,23,31
1072,1,11,32,59,14,37,91,18,22,120,39
1073,1,2,30,111,8,11,46,37,38,85,20
1074,0,23,77,18,7,22,12,88,89,34,98
1075,1,36,18,14,49,89,12,7,34,22,37
1076,1,4,5,105,64,44,41,50,47,71,86
1077,1,69,27,62,93,46,9,32,68,99,101
1078,0,90,17,8,14,110,120,112,62,4,9
1079,1,27,4,66,9,77,2,101,5,89,39
1080,0,51,14,23,4,25,2,48,7,26,34
1081,0,74,21,9,14,41,53,37,11,6,64
1082,1,120,5,41,71,35,21,13,27,70,14
1083,0,84,96,90,72,41,48,38,37,71,11
1084,0,40,88,7,41,11,31,82,66,48,22
1085,1,119,31,12,60,47,41,26,120,25,101
1086,1,46,67,22,37,21,93,64,36,19,87
1087,1,87,26,23,104,48,71,16,73,101,21
1088,0,8,83,43,98,79,120,26,93,25,22
1089,0,21,101,8,56,14,34,9,81,41,26
1090,0,9,56,14,72,27,22,10,21,100,25
1091,1,20,6,69,21,91,54,119,106,51,86
1092,0,29,21,19,91,107,14,89,119,11,81
1093,0,71,21,10,111,9,56,41,99,86,112
1094,1,48,34,88,26,56,27,120,67,36,22
1095,0,46,114,15,52,103,18,75,47,7,11
1096,0,43,26,75,67,108,77,101,61,88,53
1097,0,29,75,67,87,26,27,54,21,101,35
1098,1,75,32,25,42,78,69,100,34,37,8
1099,1,35,14,32,70,22,47,94,59,16,99
1100,0,65,93,11,10,32,42,38,74,77,37
1101,0,87,10,46,14,96,5,110,21,22,1
1102,1,8,76,97,60,84,81,23,22,86,98
1103,1,49,42,22,58,20,72,14,71,25,21
1104,1,46,69,67,75,119,56,80,23,101,37
1105,1,14,120,25,93,110,63,27,39,28,37
1106,0,108,10,14,35,101,107,8,33,9,26
1107,1,87,72,74,26,41,76,69,54,120,14
1108,1,61,48,2,37,86,34,62,69,41,5
1109,0,8,101,52,14,4,21,2,6,22,84
1110,0,9,14,36,75,93,111,22,59,39,21
1111,0,4,41,97,11,101,91,72,56,119,108
1112,0,13,86,23,82,67,11,119,89,64,41
1113,1,49,62,9,27,8,67,38,31,101,72
1114,1,48,35,25,111,71,17,95,101,104,21
1115,0,1,110,21,9,101,4,35,32,120,23
1116,1,27,110,114,34,46,14,93,92,2,20
1117,1,106,31,22,102,64,48,35,57,25,108
1118,0,101,70,53,110,25,30,12,47,22,71
1119,1,14,22,83,8,2,71,63,20,67,106
1120,1,8,27,104,51,47,114,100,64,97,74
1121,0,9,17,14,106,30,75,42,100,56,99
1122,1,26,99,14,93,4,114,88,23,10,5
1123,0,62,21,9,27,6,103,69,93,106,14
1124,0,81,53,99,101,103,49,35,37,27,18
1125,1,17,88,22,14,44,34,9,101,48,105
1126,1,110,44,25,111,32,36,64,20,41,74
1127,0,93,16,17,21,26,20,67,31,51,4
1128,1,14,10,104,63,74,59,26,45,21,25
1129,1,64,41,97,25,101,71,37,1,17,7
1130,1,85,14,86,4,23,48,104,70,10,27
1131,0,8,50,39,100,104,69,17,37,44,62
1132,1,41,100,34,71,28,8,14,56,31,22
1133,1,101,114,56,3,85,6,14,108,87,22
1134,1,64,25,93,69,101,110,12,37,71,8
1135,1,84,86,17,30,12,19,10,88,37,96
1136,1,46,4,101,8,87,5,72,7,74,57
1137,1,42,28,79,2,23,8,33,25,64,62
1138,0,97,9,50,10,12,70,3,36,20,1
1139,0,53,114,26,11,23,88,6,64,44,68
1140,0,36,7,26,9,86,14,41,13,21,87
1141,1,56,87,93,7,3,103,74,84,10,14
1142,1,51,72,14,86,39,7,22,37,48,84
1143,1,74,71,60,5,12,7,26,25,56,10
1144,1,110,41,22,81,11,63,111,14,67,40
1145,0,20,69,111,39,44,101,11,41,18,14
1146,0,77,61,14,10,60,17,90,2,21,18
1147,1,96,14,27,67,34,5,48,114,59,33
1148,0,22,21,23,120,67,105,33,17,18,9
1149,1,106,97,101,48,112,57,76,114,8,86
1150,1,59,110,22,119,60,38,68,26,8,74
1151,0,56,26,31,14,44,119,6,110,9,83
